Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[14]     1.2    0.00    0.08  124251         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>) [14]
                0.01    0.07  124251/124251      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) [15]
-----------------------------------------------
                0.01    0.07  124251/124251      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>) [14]
[15]     1.2    0.01    0.07  124251         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) [15]
                0.05    0.01 30938471/30938471     bool __gnu_cxx::__ops::_Iter_equals_val<int const>::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [17]
                0.01    0.00 30814220/30814220     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [26]
                0.00    0.00  171228/176254      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [85]
-----------------------------------------------
                0.00    0.08  497007/497007      Graph::findEulerCircuit() [10]
[16]     1.1    0.00    0.08  497007         std::vector<int, std::allocator<int> >::empty() const [16]
                0.01    0.03  497007/2163576     std::vector<int, std::allocator<int> >::end() const [11]
                0.00    0.03  497007/2163576     std::vector<int, std::allocator<int> >::begin() const [12]
                0.00    0.00  497007/497007      bool __gnu_cxx::operator==<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [37]
-----------------------------------------------
                0.05    0.01 30938471/30938471     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) [15]
[17]     0.9    0.05    0.01 30938471         bool __gnu_cxx::__ops::_Iter_equals_val<int const>::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [17]
                0.01    0.00 30938471/31311226     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [24]
-----------------------------------------------
                0.01    0.01  248502/497006      Graph::addEdge(int, int) [8]
                0.01    0.01  248504/497006      Graph::findEulerCircuit() [10]
[18]     0.6    0.02    0.02  497006         std::vector<int, std::allocator<int> >::push_back(int const&) [18]
                0.01    0.00    5026/5026        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
                0.01    0.00  983960/999038      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [27]
                0.00    0.00  491980/498004      operator new(unsigned long, void*) [78]
                0.00    0.00    5026/688328      std::vector<int, std::allocator<int> >::end() [68]
-----------------------------------------------
                                                 <spontaneous>
[19]     0.6    0.04    0.00                 _init [19]
-----------------------------------------------
                0.00    0.02       1/2           Graph::findEulerCircuit() [10]
                0.00    0.02       1/2           main [1]
[20]     0.5    0.00    0.04       2         Graph::isEulerian() const [20]
                0.00    0.04       2/2           DFS(int, std::vector<bool, std::allocator<bool> >&, Graph const&) [21]
                0.00    0.00     998/499000      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [23]
                0.00    0.00     998/498002      std::_Bit_reference::operator bool() const [28]
                0.00    0.00    1998/1999        Graph::degree(int) const [119]
                0.00    0.00       2/2           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [193]
                0.00    0.00       2/2           std::__new_allocator<bool>::~__new_allocator() [187]
                0.00    0.00       2/2           std::vector<bool, std::allocator<bool> >::~vector() [194]
-----------------------------------------------
                                 996             DFS(int, std::vector<bool, std::allocator<bool> >&, Graph const&) [21]
                0.00    0.04       2/2           Graph::isEulerian() const [20]
[21]     0.5    0.00    0.04       2+996     DFS(int, std::vector<bool, std::allocator<bool> >&, Graph const&) [21]
                0.02    0.00  498002/499000      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [23]
                0.01    0.00  497004/498002      std::_Bit_reference::operator bool() const [28]
                0.00    0.00  498002/400403663     bool __gnu_cxx::operator!=<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [4]
                0.00    0.00  497004/398737593     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++() [6]
                0.00    0.00  497004/400153664     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [7]
                0.00    0.00     998/2163576     std::vector<int, std::allocator<int> >::end() const [11]
                0.00    0.00     998/2163576     std::vector<int, std::allocator<int> >::begin() const [12]
                0.00    0.00     998/998         std::_Bit_reference::operator=(bool) [130]
                0.00    0.00     998/998         Graph::getNeighbors(int) const [129]
                                 996             DFS(int, std::vector<bool, std::allocator<bool> >&, Graph const&) [21]
-----------------------------------------------
                0.00    0.00  248502/1242511     Graph::addEdge(int, int) [8]
                0.02    0.00  994009/1242511     Graph::findEulerCircuit() [10]
[22]     0.3    0.02    0.00 1242511         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [22]
-----------------------------------------------
                0.00    0.00     998/499000      Graph::isEulerian() const [20]
                0.02    0.00  498002/499000      DFS(int, std::vector<bool, std::allocator<bool> >&, Graph const&) [21]
[23]     0.3    0.02    0.00  499000         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [23]
                0.00    0.00  499000/499000      std::vector<bool, std::allocator<bool> >::begin() [77]
                0.00    0.00  499000/499000      std::_Bit_iterator::operator[](long) const [75]
-----------------------------------------------
                0.00    0.00  124252/31311226     std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::operator*() const [46]
                0.00    0.00  248503/31311226     std::vector<int, std::allocator<int> >::back() [34]
                0.01    0.00 30938471/31311226     bool __gnu_cxx::__ops::_Iter_equals_val<int const>::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [17]
[24]     0.2    0.01    0.00 31311226         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [24]
-----------------------------------------------
                0.01    0.00    5026/5026        std::vector<int, std::allocator<int> >::push_back(int const&) [18]
[25]     0.1    0.01    0.00    5026         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
                0.00    0.00   15078/999038      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [27]
                0.00    0.00   10052/11551       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [105]
                0.00    0.00   10052/1480501     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [67]
                0.00    0.00   10052/10052       std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [110]
                0.00    0.00    5026/5026        std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [117]
                0.00    0.00    5026/377781      std::vector<int, std::allocator<int> >::begin() [79]
                0.00    0.00    5026/176254      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [85]
                0.00    0.00    5026/5525        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [114]
                0.00    0.00    5026/498004      operator new(unsigned long, void*) [78]
                0.00    0.00    5026/6026        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [113]
-----------------------------------------------
                0.01    0.00 30814220/30814220     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) [15]
[26]     0.1    0.01    0.00 30814220         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [26]
-----------------------------------------------
                0.00    0.00   15078/999038      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
                0.01    0.00  983960/999038      std::vector<int, std::allocator<int> >::push_back(int const&) [18]
[27]     0.1    0.01    0.00  999038         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [27]
-----------------------------------------------
                0.00    0.00     998/498002      Graph::isEulerian() const [20]
                0.01    0.00  497004/498002      DFS(int, std::vector<bool, std::allocator<bool> >&, Graph const&) [21]
[28]     0.1    0.01    0.00  498002         std::_Bit_reference::operator bool() const [28]
-----------------------------------------------
                0.01    0.00  248506/248506      bool std::operator==<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&) [30]
[29]     0.1    0.01    0.00  248506         std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::base() const [29]
-----------------------------------------------
                0.00    0.01  124253/124253      bool std::operator!=<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&) [31]
[30]     0.1    0.00    0.01  124253         bool std::operator==<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&) [30]
                0.01    0.00  248506/248506      std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::base() const [29]
                0.00    0.00  124253/124253      bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [87]
-----------------------------------------------
                0.00    0.01  124253/124253      Graph::findEulerCircuit() [10]
[31]     0.1    0.00    0.01  124253         bool std::operator!=<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&) [31]
                0.00    0.01  124253/124253      bool std::operator==<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&) [30]
-----------------------------------------------
                0.00    0.01  124251/124251      Graph::findEulerCircuit() [10]
[32]     0.1    0.00    0.01  124251         std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [32]
                0.00    0.01  124251/124251      std::vector<int, std::allocator<int> >::cbegin() const [33]
                0.00    0.00  124251/124251      __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [38]
                0.00    0.00  124251/377781      std::vector<int, std::allocator<int> >::begin() [79]
                0.00    0.00  124251/372592      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [80]
                0.00    0.00  124251/124251      std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [93]
-----------------------------------------------
                0.00    0.01  124251/124251      std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [32]
[33]     0.1    0.00    0.01  124251         std::vector<int, std::allocator<int> >::cbegin() const [33]
                0.01    0.00  124251/4451403     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [9]
-----------------------------------------------
                0.00    0.01  248503/248503      Graph::findEulerCircuit() [10]
[34]     0.1    0.00    0.01  248503         std::vector<int, std::allocator<int> >::back() [34]
                0.01    0.00  248503/248503      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator-(long) const [35]
                0.00    0.00  248503/31311226     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [24]
                0.00    0.00  248503/688328      std::vector<int, std::allocator<int> >::end() [68]
-----------------------------------------------
                0.01    0.00  248503/248503      std::vector<int, std::allocator<int> >::back() [34]
[35]     0.1    0.01    0.00  248503         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator-(long) const [35]
                0.00    0.00  248503/1687204     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [65]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[36]     0.0    0.00    0.00       1         Graph::printGraph() const [36]
                0.00    0.00  249001/400403663     bool __gnu_cxx::operator!=<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [4]
                0.00    0.00  248502/398737593     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++() [6]
                0.00    0.00  248502/400153664     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [7]
                0.00    0.00     499/2163576     std::vector<int, std::allocator<int> >::end() const [11]
                0.00    0.00     499/2163576     std::vector<int, std::allocator<int> >::begin() const [12]
                0.00    0.00     499/1668069     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) const [66]
-----------------------------------------------
                0.00    0.00  497007/497007      std::vector<int, std::allocator<int> >::empty() const [16]
[37]     0.0    0.00    0.00  497007         bool __gnu_cxx::operator==<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [37]
                0.00    0.00  994014/802050840     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [5]
-----------------------------------------------
                0.00    0.00  124251/124251      std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [32]
[38]     0.0    0.00    0.00  124251         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [38]
                0.00    0.00  248502/802050840     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [5]
-----------------------------------------------
                0.00    0.00     499/499         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [40]
[39]     0.0    0.00    0.00     499         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [39]
                0.00    0.00     499/2163576     std::vector<int, std::allocator<int> >::end() const [11]
                0.00    0.00     499/2163576     std::vector<int, std::allocator<int> >::begin() const [12]
                0.00    0.00     499/499         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [51]
                0.00    0.00     499/10551       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [106]
                0.00    0.00     499/22602       std::vector<int, std::allocator<int> >::size() const [104]
                0.00    0.00     499/499         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [142]
                0.00    0.00     499/1499        std::__new_allocator<int>::~__new_allocator() [121]
                0.00    0.00     499/11551       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [105]
-----------------------------------------------
                0.00    0.00     499/499         std::vector<int, std::allocator<int> >* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [43]
[40]     0.0    0.00    0.00     499         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [40]
                0.00    0.00     499/499         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [39]
                0.00    0.00     499/498004      operator new(unsigned long, void*) [78]
                0.00    0.00     499/499         std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [147]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [44]
[41]     0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [41]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [43]
-----------------------------------------------
                0.00    0.00       1/1           Graph::findEulerCircuit() [10]
[42]     0.0    0.00    0.00       1         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [42]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [45]
                0.00    0.00       1/1           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [199]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [201]
                0.00    0.00       1/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [176]
                0.00    0.00       1/5           std::__new_allocator<std::vector<int, std::allocator<int> > >::~__new_allocator() [150]
                0.00    0.00       1/4           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [152]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() const [200]
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() const [202]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [41]
[43]     0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [43]
                0.00    0.00     499/499         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [40]
                0.00    0.00     500/500         bool __gnu_cxx::operator!=<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [136]
                0.00    0.00     499/499         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator*() const [138]
                0.00    0.00     499/1996        std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [120]
                0.00    0.00     499/499         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator++() [137]
-----------------------------------------------
