Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00  124251/372592      std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [32]
                0.00    0.00  186296/372592      std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [93]
[80]     0.0    0.00    0.00  372592         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [80]
                0.00    0.00  372592/1687204     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [65]
-----------------------------------------------
                0.00    0.00  124252/248504      std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::operator++() [89]
                0.00    0.00  124252/248504      std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::operator*() const [46]
[81]     0.0    0.00    0.00  248504         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator--() [81]
-----------------------------------------------
                0.00    0.00  248503/248503      Graph::findEulerCircuit() [10]
[82]     0.0    0.00    0.00  248503         std::vector<int, std::allocator<int> >::pop_back() [82]
-----------------------------------------------
                0.00    0.00  124251/248502      Graph::findEulerCircuit() [10]
                0.00    0.00  124251/248502      std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [93]
[83]     0.0    0.00    0.00  248502         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [83]
                0.00    0.00  497004/1480501     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [67]
-----------------------------------------------
                0.00    0.00   62045/248180      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [96]
                0.00    0.00  186135/248180      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [97]
[84]     0.0    0.00    0.00  248180         int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [84]
                0.00    0.00  248180/1480501     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [67]
-----------------------------------------------
                0.00    0.00    5026/176254      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
                0.00    0.00  171228/176254      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find_if<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const> >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_equals_val<int const>, std::random_access_iterator_tag) [15]
[85]     0.0    0.00    0.00  176254         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [85]
                0.00    0.00  352508/1480501     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [67]
-----------------------------------------------
                0.00    0.00       1/124254      std::vector<int, std::allocator<int> >::rbegin() [208]
                0.00    0.00  124253/124254      std::vector<int, std::allocator<int> >::rend() [88]
[86]     0.0    0.00    0.00  124254         std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::reverse_iterator(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [86]
-----------------------------------------------
                0.00    0.00  124253/124253      bool std::operator==<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&) [30]
[87]     0.0    0.00    0.00  124253         bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [87]
                0.00    0.00  248506/1480501     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [67]
-----------------------------------------------
                0.00    0.00  124253/124253      Graph::findEulerCircuit() [10]
[88]     0.0    0.00    0.00  124253         std::vector<int, std::allocator<int> >::rend() [88]
                0.00    0.00  124253/377781      std::vector<int, std::allocator<int> >::begin() [79]
                0.00    0.00  124253/124254      std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::reverse_iterator(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [86]
-----------------------------------------------
                0.00    0.00  124252/124252      Graph::findEulerCircuit() [10]
[89]     0.0    0.00    0.00  124252         std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::operator++() [89]
                0.00    0.00  124252/248504      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator--() [81]
-----------------------------------------------
                0.00    0.00  124251/124251      Graph::findEulerCircuit() [10]
[90]     0.0    0.00    0.00  124251         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator<int*, void>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [90]
                0.00    0.00  124251/1480501     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [67]
-----------------------------------------------
                0.00    0.00  124251/124251      __gnu_cxx::__ops::_Iter_equals_val<int const> __gnu_cxx::__ops::__iter_equals_val<int const>(int const&) [92]
[91]     0.0    0.00    0.00  124251         __gnu_cxx::__ops::_Iter_equals_val<int const>::_Iter_equals_val(int const&) [91]
-----------------------------------------------
                0.00    0.00  124251/124251      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [13]
[92]     0.0    0.00    0.00  124251         __gnu_cxx::__ops::_Iter_equals_val<int const> __gnu_cxx::__ops::__iter_equals_val<int const>(int const&) [92]
                0.00    0.00  124251/124251      __gnu_cxx::__ops::_Iter_equals_val<int const>::_Iter_equals_val(int const&) [91]
-----------------------------------------------
                0.00    0.00  124251/124251      std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [32]
[93]     0.0    0.00    0.00  124251         std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [93]
                0.00    0.00  186296/688328      std::vector<int, std::allocator<int> >::end() [68]
                0.00    0.00  186296/372592      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [80]
                0.00    0.00  124251/248502      bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [83]
                0.00    0.00   62045/62045       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::move<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [100]
-----------------------------------------------
                0.00    0.00  124090/124090      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::move<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [100]
[94]     0.0    0.00    0.00  124090         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [94]
-----------------------------------------------
                0.00    0.00   62045/62045       int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [99]
[95]     0.0    0.00    0.00   62045         int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int, int>(int*, int*, int*) [95]
                0.00    0.00   31249/31249       void std::__copy_move<true, false, std::random_access_iterator_tag>::__assign_one<int, int>(int*, int*) [101]
-----------------------------------------------
                0.00    0.00   62045/62045       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [97]
[96]     0.0    0.00    0.00   62045         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [96]
                0.00    0.00   62045/248180      int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [84]
                0.00    0.00   62045/372592      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [80]
-----------------------------------------------
                0.00    0.00   62045/62045       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::move<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [100]
[97]     0.0    0.00    0.00   62045         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [97]
                0.00    0.00  186135/248180      int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [84]
                0.00    0.00   62045/62045       int* std::__copy_move_a1<true, int*, int*>(int*, int*, int*) [98]
                0.00    0.00   62045/62045       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int*) [96]
-----------------------------------------------
                0.00    0.00   62045/62045       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [97]
[98]     0.0    0.00    0.00   62045         int* std::__copy_move_a1<true, int*, int*>(int*, int*, int*) [98]
                0.00    0.00   62045/62045       int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [99]
-----------------------------------------------
                0.00    0.00   62045/62045       int* std::__copy_move_a1<true, int*, int*>(int*, int*, int*) [98]
[99]     0.0    0.00    0.00   62045         int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [99]
                0.00    0.00   62045/62045       int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int, int>(int*, int*, int*) [95]
-----------------------------------------------
                0.00    0.00   62045/62045       std::vector<int, std::allocator<int> >::_M_erase(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [93]
[100]    0.0    0.00    0.00   62045         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::move<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [100]
                0.00    0.00  124090/124090      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [94]
                0.00    0.00   62045/62045       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [97]
-----------------------------------------------
                0.00    0.00   31249/31249       int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int, int>(int*, int*, int*) [95]
[101]    0.0    0.00    0.00   31249         void std::__copy_move<true, false, std::random_access_iterator_tag>::__assign_one<int, int>(int*, int*) [101]
                0.00    0.00   31249/31249       std::remove_reference<int&>::type&& std::move<int&>(int&) [102]
-----------------------------------------------
                0.00    0.00   31249/31249       void std::__copy_move<true, false, std::random_access_iterator_tag>::__assign_one<int, int>(int*, int*) [101]
[102]    0.0    0.00    0.00   31249         std::remove_reference<int&>::type&& std::move<int&>(int&) [102]
-----------------------------------------------
                0.00    0.00     499/30655       int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [49]
                0.00    0.00   30156/30655       int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [111]
[103]    0.0    0.00    0.00   30655         int* std::__niter_base<int*>(int*) [103]
-----------------------------------------------
                0.00    0.00     499/22602       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [39]
                0.00    0.00    1999/22602       Graph::degree(int) const [119]
                0.00    0.00   20104/22602       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [117]
[104]    0.0    0.00    0.00   22602         std::vector<int, std::allocator<int> >::size() const [104]
-----------------------------------------------
                0.00    0.00     499/11551       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [39]
                0.00    0.00    1000/11551       std::vector<int, std::allocator<int> >::~vector() [127]
                0.00    0.00   10052/11551       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
[105]    0.0    0.00    0.00   11551         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [105]
-----------------------------------------------
                0.00    0.00     499/10551       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [39]
                0.00    0.00   10052/10551       std::vector<int, std::allocator<int> >::max_size() const [108]
[106]    0.0    0.00    0.00   10551         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [106]
-----------------------------------------------
                0.00    0.00       1/10053       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [204]
                0.00    0.00   10052/10053       std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [109]
[107]    0.0    0.00    0.00   10053         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [107]
-----------------------------------------------
                0.00    0.00   10052/10052       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [117]
[108]    0.0    0.00    0.00   10052         std::vector<int, std::allocator<int> >::max_size() const [108]
                0.00    0.00   10052/10551       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [106]
                0.00    0.00   10052/10052       std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [109]
-----------------------------------------------
                0.00    0.00   10052/10052       std::vector<int, std::allocator<int> >::max_size() const [108]
[109]    0.0    0.00    0.00   10052         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [109]
                0.00    0.00   10052/10053       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [107]
-----------------------------------------------
                0.00    0.00   10052/10052       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
[110]    0.0    0.00    0.00   10052         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [110]
                0.00    0.00   10052/10052       int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [111]
-----------------------------------------------
                0.00    0.00   10052/10052       std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [110]
[111]    0.0    0.00    0.00   10052         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [111]
                0.00    0.00   30156/30655       int* std::__niter_base<int*>(int*) [103]
                0.00    0.00   10052/10052       std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [112]
-----------------------------------------------
                0.00    0.00   10052/10052       int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [111]
[112]    0.0    0.00    0.00   10052         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [112]
-----------------------------------------------
                0.00    0.00    1000/6026        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [126]
                0.00    0.00    5026/6026        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
[113]    0.0    0.00    0.00    6026         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [113]
                0.00    0.00    5525/5525        std::__new_allocator<int>::deallocate(int*, unsigned long) [115]
-----------------------------------------------
                0.00    0.00     499/5525        std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [141]
                0.00    0.00    5026/5525        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
[114]    0.0    0.00    0.00    5525         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [114]
                0.00    0.00    5525/5525        std::__new_allocator<int>::allocate(unsigned long, void const*) [116]
-----------------------------------------------
                0.00    0.00    5525/5525        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [113]
[115]    0.0    0.00    0.00    5525         std::__new_allocator<int>::deallocate(int*, unsigned long) [115]
-----------------------------------------------
                0.00    0.00    5525/5525        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [114]
[116]    0.0    0.00    0.00    5525         std::__new_allocator<int>::allocate(unsigned long, void const*) [116]
-----------------------------------------------
                0.00    0.00    5026/5026        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
[117]    0.0    0.00    0.00    5026         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [117]
                0.00    0.00   20104/22602       std::vector<int, std::allocator<int> >::size() const [104]
                0.00    0.00   10052/10052       std::vector<int, std::allocator<int> >::max_size() const [108]
                0.00    0.00    5026/5026        unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [118]
-----------------------------------------------
                0.00    0.00    5026/5026        std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [117]
[118]    0.0    0.00    0.00    5026         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [118]
-----------------------------------------------
                0.00    0.00       1/1999        Graph::findEulerCircuit() [10]
                0.00    0.00    1998/1999        Graph::isEulerian() const [20]
[119]    0.0    0.00    0.00    1999         Graph::degree(int) const [119]
                0.00    0.00    1999/1668069     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) const [66]
                0.00    0.00    1999/22602       std::vector<int, std::allocator<int> >::size() const [104]
-----------------------------------------------
                0.00    0.00     499/1996        std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [203]
                0.00    0.00     499/1996        std::vector<int, std::allocator<int> >* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [43]
                0.00    0.00     998/1996        void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [169]
[120]    0.0    0.00    0.00    1996         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [120]
-----------------------------------------------
                0.00    0.00     499/1499        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [39]
                0.00    0.00    1000/1499        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [124]
[121]    0.0    0.00    0.00    1499         std::__new_allocator<int>::~__new_allocator() [121]
-----------------------------------------------
                0.00    0.00    1000/1000        bool __gnu_cxx::operator!=<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [136]
[122]    0.0    0.00    0.00    1000         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const [122]
-----------------------------------------------
                0.00    0.00    1000/1000        void std::_Destroy<int*>(int*, int*) [128]
[123]    0.0    0.00    0.00    1000         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [123]
-----------------------------------------------
                0.00    0.00    1000/1000        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [126]
[124]    0.0    0.00    0.00    1000         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [124]
                0.00    0.00    1000/1499        std::__new_allocator<int>::~__new_allocator() [121]
-----------------------------------------------
                0.00    0.00     499/1000        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [140]
                0.00    0.00     501/1000        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [133]
[125]    0.0    0.00    0.00    1000         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [125]
-----------------------------------------------
                0.00    0.00    1000/1000        std::vector<int, std::allocator<int> >::~vector() [127]
[126]    0.0    0.00    0.00    1000         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [126]
                0.00    0.00    1000/6026        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [113]
                0.00    0.00    1000/1000        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [124]
-----------------------------------------------
                0.00    0.00       2/1000        Graph::findEulerCircuit() [10]
                0.00    0.00     998/1000        void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [132]
[127]    0.0    0.00    0.00    1000         std::vector<int, std::allocator<int> >::~vector() [127]
                0.00    0.00    1000/11551       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [105]
                0.00    0.00    1000/1000        void std::_Destroy<int*>(int*, int*) [128]
                0.00    0.00    1000/1000        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [126]
-----------------------------------------------
                0.00    0.00    1000/1000        std::vector<int, std::allocator<int> >::~vector() [127]
[128]    0.0    0.00    0.00    1000         void std::_Destroy<int*>(int*, int*) [128]
                0.00    0.00    1000/1000        void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [123]
-----------------------------------------------
                0.00    0.00     998/998         DFS(int, std::vector<bool, std::allocator<bool> >&, Graph const&) [21]
