Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00   55800/194687      Graph::get_in_degree(int) const [105]
                0.00    0.00  135287/194687      Graph::isEdgeConnected(int, int) const [22]
[15]     0.0    0.00    0.00  194687         bool __gnu_cxx::operator!=<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [15]
                0.00    0.00  389374/392856      __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const [14]
-----------------------------------------------
                0.00    0.00     870/190967      Graph::printGraph() const [213]
                0.00    0.00     870/190967      std::pair<int, int>* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*>(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*) [136]
                0.00    0.00    1740/190967      DFS(int, std::vector<bool, std::allocator<bool> >&, Graph const&) [167]
                0.00    0.00   53940/190967      Graph::get_in_degree(int) const [105]
                0.00    0.00  133547/190967      Graph::isEdgeConnected(int, int) const [22]
[16]     0.0    0.00    0.00  190967         __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [16]
-----------------------------------------------
                0.00    0.00     870/183183      Graph::printGraph() const [213]
                0.00    0.00     870/183183      std::pair<int, int>* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*>(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*) [136]
                0.00    0.00    1740/183183      DFS(int, std::vector<bool, std::allocator<bool> >&, Graph const&) [167]
                0.00    0.00   53940/183183      Graph::get_in_degree(int) const [105]
                0.00    0.00  125763/183183      Graph::isEdgeConnected(int, int) const [22]
[17]     0.0    0.00    0.00  183183         __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator++() [17]
-----------------------------------------------
                0.00    0.00   13245/26490       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() const [20]
                0.00    0.00   13245/26490       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() const [19]
[18]     0.0    0.00    0.00   26490         __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int> const* const&) [18]
-----------------------------------------------
                0.00    0.00      30/13245       Graph::printGraph() const [213]
                0.00    0.00      30/13245       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::vector(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [132]
                0.00    0.00      60/13245       DFS(int, std::vector<bool, std::allocator<bool> >&, Graph const&) [167]
                0.00    0.00    1741/13245       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::empty() const [55]
                0.00    0.00    1860/13245       Graph::get_in_degree(int) const [105]
                0.00    0.00    9524/13245       Graph::isEdgeConnected(int, int) const [22]
[19]     0.0    0.00    0.00   13245         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() const [19]
                0.00    0.00   13245/26490       __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int> const* const&) [18]
-----------------------------------------------
                0.00    0.00      30/13245       Graph::printGraph() const [213]
                0.00    0.00      30/13245       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::vector(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [132]
                0.00    0.00      60/13245       DFS(int, std::vector<bool, std::allocator<bool> >&, Graph const&) [167]
                0.00    0.00    1741/13245       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::empty() const [55]
                0.00    0.00    1860/13245       Graph::get_in_degree(int) const [105]
                0.00    0.00    9524/13245       Graph::isEdgeConnected(int, int) const [22]
[20]     0.0    0.00    0.00   13245         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() const [20]
                0.00    0.00   13245/26490       __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int> const* const&) [18]
-----------------------------------------------
                0.00    0.00      30/11597       Graph::printGraph() const [213]
                0.00    0.00      60/11597       Graph::getNeighbors(int) const [107]
                0.00    0.00     123/11597       Graph::get_out_degree(int) const [101]
                0.00    0.00    1860/11597       Graph::get_in_degree(int) const [105]
                0.00    0.00    9524/11597       Graph::isEdgeConnected(int, int) const [22]
[21]     0.0    0.00    0.00   11597         std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >::operator[](unsigned long) const [21]
-----------------------------------------------
                0.00    0.00     870/9524        Graph::addEdge(int, int, int) [75]
                0.00    0.00    8654/9524        generateRandomGraph(int, int, int, bool) [209]
[22]     0.0    0.00    0.00    9524         Graph::isEdgeConnected(int, int) const [22]
                0.00    0.00  135287/194687      bool __gnu_cxx::operator!=<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [15]
                0.00    0.00  133547/190967      __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [16]
                0.00    0.00  125763/183183      __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator++() [17]
                0.00    0.00    9524/11597       std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >::operator[](unsigned long) const [21]
                0.00    0.00    9524/13245       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() const [20]
                0.00    0.00    9524/13245       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() const [19]
-----------------------------------------------
                0.00    0.00     540/4650        void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<std::pair<int, int> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>&&) [98]
                0.00    0.00    1860/4650        void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [61]
                0.00    0.00    2250/4650        std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<std::pair<int, int> >(std::pair<int, int>&&) [77]
[23]     0.0    0.00    0.00    4650         std::pair<int, int>&& std::forward<std::pair<int, int> >(std::remove_reference<std::pair<int, int> >::type&) [23]
-----------------------------------------------
                0.00    0.00      22/4472        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [146]
                0.00    0.00      30/4472        void std::_Construct<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >>(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >*) [134]
                0.00    0.00      30/4472        void std::_Construct<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&>(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [135]
                0.00    0.00     180/4472        void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<std::pair<int, int> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>&&) [98]
                0.00    0.00     690/4472        std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<std::pair<int, int> >(std::pair<int, int>&&) [77]
                0.00    0.00     870/4472        void std::_Construct<std::pair<int, int>, std::pair<int, int> const&>(std::pair<int, int>*, std::pair<int, int> const&) [80]
                0.00    0.00     930/4472        void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [61]
                0.00    0.00    1720/4472        std::vector<int, std::allocator<int> >::push_back(int const&) [53]
[24]     0.0    0.00    0.00    4472         operator new(unsigned long, void*) [24]
-----------------------------------------------
                0.00    0.00     870/4351        Graph::addEdge(int, int, int) [75]
                0.00    0.00    3481/4351        Graph::findEulerCircuit() [210]
[25]     0.0    0.00    0.00    4351         std::vector<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::allocator<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >::operator[](unsigned long) [25]
-----------------------------------------------
                0.00    0.00     180/3840        std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() [99]
                0.00    0.00    1740/3840        __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator-(long) const [57]
                0.00    0.00    1920/3840        std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [32]
[26]     0.0    0.00    0.00    3840         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int>* const&) [26]
-----------------------------------------------
                0.00    0.00     870/3660        std::pair<int, int>* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*>(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*) [136]
                0.00    0.00     930/3660        void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [61]
                0.00    0.00    1860/3660        std::pair<int, int>* std::__relocate_a_1<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [90]
[27]     0.0    0.00    0.00    3660         std::pair<int, int>* std::__addressof<std::pair<int, int> >(std::pair<int, int>&) [27]
-----------------------------------------------
                0.00    0.00      66/3506        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [146]
                0.00    0.00    3440/3506        std::vector<int, std::allocator<int> >::push_back(int const&) [53]
[28]     0.0    0.00    0.00    3506         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [28]
-----------------------------------------------
                0.00    0.00    1742/3484        std::vector<int, std::allocator<int> >::begin() const [51]
                0.00    0.00    1742/3484        std::vector<int, std::allocator<int> >::end() const [50]
[29]     0.0    0.00    0.00    3484         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [29]
-----------------------------------------------
                0.00    0.00    3484/3484        bool __gnu_cxx::operator==<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [48]
[30]     0.0    0.00    0.00    3484         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [30]
-----------------------------------------------
                0.00    0.00     871/2659        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator-(long) const [70]
                0.00    0.00     894/2659        std::vector<int, std::allocator<int> >::end() [62]
                0.00    0.00     894/2659        std::vector<int, std::allocator<int> >::begin() [63]
[31]     0.0    0.00    0.00    2659         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [31]
-----------------------------------------------
                0.00    0.00     180/1920        std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<std::pair<int, int> >(std::pair<int, int>&&) [77]
                0.00    0.00    1740/1920        std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [58]
[32]     0.0    0.00    0.00    1920         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [32]
                0.00    0.00    1920/3840        __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int>* const&) [26]
-----------------------------------------------
                0.00    0.00       8/1870        std::_Bit_iterator::_Bit_iterator() [147]
                0.00    0.00    1862/1870        std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [34]
[33]     0.0    0.00    0.00    1870         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [33]
-----------------------------------------------
                0.00    0.00       2/1862        std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [200]
                0.00    0.00    1860/1862        std::vector<bool, std::allocator<bool> >::begin() [41]
[34]     0.0    0.00    0.00    1862         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [34]
                0.00    0.00    1862/1870        std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [33]
-----------------------------------------------
                0.00    0.00    1862/1862        std::operator+(std::_Bit_iterator const&, long) [37]
[35]     0.0    0.00    0.00    1862         std::_Bit_iterator::operator+=(long) [35]
                0.00    0.00    1862/1862        std::_Bit_iterator_base::_M_incr(long) [36]
-----------------------------------------------
                0.00    0.00    1862/1862        std::_Bit_iterator::operator+=(long) [35]
[36]     0.0    0.00    0.00    1862         std::_Bit_iterator_base::_M_incr(long) [36]
-----------------------------------------------
                0.00    0.00       2/1862        std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [200]
                0.00    0.00    1860/1862        std::_Bit_iterator::operator[](long) const [39]
[37]     0.0    0.00    0.00    1862         std::operator+(std::_Bit_iterator const&, long) [37]
                0.00    0.00    1862/1862        std::_Bit_iterator::operator+=(long) [35]
-----------------------------------------------
                0.00    0.00    1860/1860        std::_Bit_iterator::operator[](long) const [39]
[38]     0.0    0.00    0.00    1860         std::_Bit_iterator::operator*() const [38]
                0.00    0.00    1860/1860        std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [40]
-----------------------------------------------
                0.00    0.00    1860/1860        std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [42]
[39]     0.0    0.00    0.00    1860         std::_Bit_iterator::operator[](long) const [39]
                0.00    0.00    1860/1862        std::operator+(std::_Bit_iterator const&, long) [37]
                0.00    0.00    1860/1860        std::_Bit_iterator::operator*() const [38]
-----------------------------------------------
                0.00    0.00    1860/1860        std::_Bit_iterator::operator*() const [38]
[40]     0.0    0.00    0.00    1860         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [40]
-----------------------------------------------
                0.00    0.00    1860/1860        std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [42]
[41]     0.0    0.00    0.00    1860         std::vector<bool, std::allocator<bool> >::begin() [41]
                0.00    0.00    1860/1862        std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [34]
-----------------------------------------------
                0.00    0.00      60/1860        Graph::isEulerian() const [169]
                0.00    0.00    1800/1860        DFS(int, std::vector<bool, std::allocator<bool> >&, Graph const&) [167]
[42]     0.0    0.00    0.00    1860         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [42]
                0.00    0.00    1860/1860        std::vector<bool, std::allocator<bool> >::begin() [41]
                0.00    0.00    1860/1860        std::_Bit_iterator::operator[](long) const [39]
-----------------------------------------------
                0.00    0.00      44/1832        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [146]
                0.00    0.00      44/1832        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [141]
                0.00    0.00    1744/1832        bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [66]
[43]     0.0    0.00    0.00    1832         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [43]
-----------------------------------------------
                0.00    0.00      60/1800        Graph::isEulerian() const [169]
                0.00    0.00    1740/1800        DFS(int, std::vector<bool, std::allocator<bool> >&, Graph const&) [167]
[44]     0.0    0.00    0.00    1800         std::_Bit_reference::operator bool() const [44]
-----------------------------------------------
                0.00    0.00     870/1800        std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::push_back(std::pair<int, int>&&) [79]
                0.00    0.00     930/1800        void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [61]
[45]     0.0    0.00    0.00    1800         std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [45]
-----------------------------------------------
                0.00    0.00    1744/1744        bool std::operator==<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > > const&) [68]
[46]     0.0    0.00    0.00    1744         std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::base() const [46]
-----------------------------------------------
                0.00    0.00     871/1742        std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::operator++() [72]
                0.00    0.00     871/1742        std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::operator*() const [71]
[47]     0.0    0.00    0.00    1742         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator--() [47]
-----------------------------------------------
                0.00    0.00    1742/1742        std::vector<int, std::allocator<int> >::empty() const [52]
[48]     0.0    0.00    0.00    1742         bool __gnu_cxx::operator==<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [48]
                0.00    0.00    3484/3484        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [30]
-----------------------------------------------
                0.00    0.00     871/1742        std::vector<int, std::allocator<int> >::back() [73]
                0.00    0.00     871/1742        std::reverse_iterator<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >::operator*() const [71]
[49]     0.0    0.00    0.00    1742         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [49]
-----------------------------------------------
                0.00    0.00    1742/1742        std::vector<int, std::allocator<int> >::empty() const [52]
[50]     0.0    0.00    0.00    1742         std::vector<int, std::allocator<int> >::end() const [50]
                0.00    0.00    1742/3484        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [29]
-----------------------------------------------
                0.00    0.00    1742/1742        std::vector<int, std::allocator<int> >::empty() const [52]
[51]     0.0    0.00    0.00    1742         std::vector<int, std::allocator<int> >::begin() const [51]
                0.00    0.00    1742/3484        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [29]
-----------------------------------------------
                0.00    0.00    1742/1742        Graph::findEulerCircuit() [210]
[52]     0.0    0.00    0.00    1742         std::vector<int, std::allocator<int> >::empty() const [52]
                0.00    0.00    1742/1742        std::vector<int, std::allocator<int> >::end() const [50]
                0.00    0.00    1742/1742        std::vector<int, std::allocator<int> >::begin() const [51]
                0.00    0.00    1742/1742        bool __gnu_cxx::operator==<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [48]
-----------------------------------------------
                0.00    0.00    1742/1742        Graph::findEulerCircuit() [210]
[53]     0.0    0.00    0.00    1742         std::vector<int, std::allocator<int> >::push_back(int const&) [53]
                0.00    0.00    3440/3506        int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [28]
                0.00    0.00    1720/4472        operator new(unsigned long, void*) [24]
                0.00    0.00      22/894         std::vector<int, std::allocator<int> >::end() [62]
                0.00    0.00      22/22          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [146]
-----------------------------------------------
                0.00    0.00    1741/1741        std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::empty() const [55]
[54]     0.0    0.00    0.00    1741         bool __gnu_cxx::operator==<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [54]
                0.00    0.00    3482/392856      __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const [14]
-----------------------------------------------
                0.00    0.00    1741/1741        Graph::findEulerCircuit() [210]
[55]     0.0    0.00    0.00    1741         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::empty() const [55]
                0.00    0.00    1741/13245       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() const [19]
                0.00    0.00    1741/13245       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() const [20]
                0.00    0.00    1741/1741        bool __gnu_cxx::operator==<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [54]
-----------------------------------------------
                0.00    0.00    1740/1740        std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [58]
[56]     0.0    0.00    0.00    1740         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [56]
-----------------------------------------------
                0.00    0.00    1740/1740        std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [58]
[57]     0.0    0.00    0.00    1740         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator-(long) const [57]
                0.00    0.00    1740/3840        __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int>* const&) [26]
-----------------------------------------------
                0.00    0.00     870/1740        Graph::findEulerCircuit() [210]
                0.00    0.00     870/1740        std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<std::pair<int, int> >(std::pair<int, int>&&) [77]
[58]     0.0    0.00    0.00    1740         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [58]
                0.00    0.00    1740/1920        std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [32]
                0.00    0.00    1740/1740        __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator-(long) const [57]
                0.00    0.00    1740/1740        __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [56]
-----------------------------------------------
                0.00    0.00    1740/1740        std::pair<int, int>::pair<int&, int&, true>(int&, int&) [76]
[59]     0.0    0.00    0.00    1740         int& std::forward<int&>(std::remove_reference<int&>::type&) [59]
-----------------------------------------------
                0.00    0.00    1080/1080        std::pair<int, int>* std::__relocate_a<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [89]
[60]     0.0    0.00    0.00    1080         std::pair<int, int>* std::__niter_base<std::pair<int, int>*>(std::pair<int, int>*) [60]
-----------------------------------------------
                0.00    0.00     930/930         std::pair<int, int>* std::__relocate_a_1<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [90]
[61]     0.0    0.00    0.00     930         void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [61]
                0.00    0.00    1860/4650        std::pair<int, int>&& std::forward<std::pair<int, int> >(std::remove_reference<std::pair<int, int> >::type&) [23]
                0.00    0.00     930/1800        std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [45]
                0.00    0.00     930/4472        operator new(unsigned long, void*) [24]
                0.00    0.00     930/3660        std::pair<int, int>* std::__addressof<std::pair<int, int> >(std::pair<int, int>&) [27]
-----------------------------------------------
                0.00    0.00       1/894         std::vector<int, std::allocator<int> >::rbegin() [225]
                0.00    0.00      22/894         std::vector<int, std::allocator<int> >::push_back(int const&) [53]
                0.00    0.00     871/894         std::vector<int, std::allocator<int> >::back() [73]
[62]     0.0    0.00    0.00     894         std::vector<int, std::allocator<int> >::end() [62]
                0.00    0.00     894/2659        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [31]
-----------------------------------------------
